Timestamp,Presence,Temperature,Luminosite,Salle_Occupee
2026-01-08 17:09:41,26,24.0,510,True
2026-01-08 17:09:43,8,22.8,441,True
2026-01-08 17:09:45,24,23.0,692,True
2026-01-08 17:09:47,9,23.4,540,True
2026-01-08 17:09:49,17,22.2,649,True
2026-01-08 17:09:51,14,22.1,562,True
2026-01-08 17:09:53,13,23.2,497,True
2026-01-08 17:09:55,20,22.8,525,True
2026-01-08 17:09:57,10,23.0,571,True
2026-01-08 17:09:59,6,23.0,621,True
2026-01-08 17:10:01,5,22.0,759,True
2026-01-08 17:10:03,7,22.3,704,True
2026-01-08 17:10:05,24,23.1,432,True
2026-01-08 17:10:07,5,23.3,433,True
2026-01-08 17:10:09,26,24.6,531,True
2026-01-08 17:10:11,26,23.8,479,True
2026-01-08 17:10:13,19,23.1,747,True
2026-01-08 17:10:15,16,22.7,748,True
2026-01-08 17:10:17,15,23.8,729,True
2026-01-08 17:10:19,15,23.2,755,True
2026-01-08 17:10:21,21,24.1,757,True
2026-01-08 17:10:23,18,22.2,417,True
2026-01-08 17:10:25,28,24.1,564,True
2026-01-08 17:10:27,22,22.8,498,True
2026-01-08 17:10:29,25,23.5,565,True
2026-01-08 17:10:31,19,23.3,741,True
2026-01-08 17:10:33,11,22.5,707,True
2026-01-08 17:10:35,15,23.2,528,True
2026-01-08 17:10:37,8,23.3,634,True
2026-01-08 17:10:39,26,23.6,696,True
2026-01-08 17:10:41,6,22.6,570,True
2026-01-08 17:10:43,28,24.4,466,True
2026-01-08 17:10:45,19,23.1,677,True
2026-01-08 17:10:47,10,22.1,488,True
2026-01-08 17:10:49,27,23.6,488,True
2026-01-08 17:10:51,18,23.4,530,True
2026-01-08 17:10:53,20,23.5,775,True
2026-01-08 17:10:55,26,23.6,771,True
2026-01-08 17:10:57,9,22.6,489,True
2026-01-08 17:10:59,9,23.4,511,True
2026-01-08 17:11:01,13,22.5,609,True
2026-01-08 17:11:03,19,22.4,630,True
2026-01-08 17:11:05,9,22.0,403,True
2026-01-08 17:11:07,30,24.7,476,True
2026-01-08 17:11:09,14,23.1,685,True
2026-01-08 17:11:11,19,23.5,623,True
2026-01-08 17:11:13,12,22.0,496,True
2026-01-08 17:11:15,7,23.4,730,True
2026-01-08 17:11:17,19,23.5,414,True
2026-01-08 17:11:19,24,24.2,764,True
2026-01-08 17:11:21,20,23.4,454,True
2026-01-08 17:11:23,25,23.9,587,True
2026-01-08 17:11:25,27,24.1,767,True
2026-01-08 17:11:27,10,21.8,519,True
2026-01-08 17:11:29,30,24.6,444,True
2026-01-08 17:11:31,27,22.9,698,True
2026-01-08 17:11:33,13,23.3,436,True
2026-01-08 17:11:35,21,24.1,556,True
2026-01-08 17:11:37,24,23.0,757,True
2026-01-08 17:11:39,29,24.5,579,True
2026-01-08 17:11:41,11,22.2,494,True
2026-01-08 17:11:43,19,23.0,647,True
2026-01-08 17:11:45,28,24.3,743,True
2026-01-08 17:11:47,6,23.4,713,True
2026-01-08 17:11:49,19,23.9,583,True
2026-01-08 17:11:51,18,22.7,593,True
2026-01-08 17:11:53,14,22.1,786,True
2026-01-08 17:11:55,30,23.4,445,True
2026-01-08 17:11:57,24,24.5,500,True
2026-01-08 17:11:59,22,23.1,663,True
2026-01-08 17:12:01,22,22.8,643,True
2026-01-08 17:12:03,18,23.1,691,True
2026-01-08 17:12:05,22,23.4,465,True
2026-01-08 17:12:07,20,22.4,763,True
2026-01-08 17:12:09,19,22.8,737,True
2026-01-08 17:12:11,26,23.1,481,True
2026-01-08 17:12:13,15,23.9,505,True
2026-01-08 17:12:15,5,23.1,463,True
2026-01-08 17:12:17,15,22.4,601,True
2026-01-08 17:12:19,20,24.1,576,True
2026-01-08 17:12:21,14,23.6,541,True
2026-01-08 17:12:23,29,23.3,789,True
2026-01-08 17:12:25,10,21.9,520,True
2026-01-08 17:12:27,17,23.3,453,True
2026-01-08 17:12:29,15,22.8,545,True
2026-01-08 17:12:31,29,23.0,681,True
2026-01-08 17:12:33,5,21.6,445,True
2026-01-08 17:12:35,24,24.4,756,True
2026-01-08 17:12:37,16,23.9,743,True
2026-01-08 17:12:39,24,24.6,566,True
2026-01-08 17:12:41,21,23.5,654,True
